CD_CVM	DENOM_SOCIAL	DENOM_COMERC	SETOR_ATIV	PF_PJ	CNPJ	DT_REG	DT_CONST	DT_CANCEL	MOTIVO_CANCEL	SIT_REG	DT_INI_SIT	SIT_EMISSOR	DT_INI_SIT_EMISSOR	CATEG_REG	DT_INI_CATEG	AUDITOR	CNPJ_AUDITOR	TP_ENDER	LOGRADOURO	COMPL	BAIRRO	CIDADE	UF	PAIS	CD_POSTAL	TEL	FAX	EMAIL	TP_RESP	RESP	DT_INI_RESP	LOGRADOURO_RESP	COMPL_RESP	BAIRRO_RESP	CIDADE_RESP	UF_RESP	PAIS_RESP	CEP_RESP	TEL_RESP	FAX_RESP	EMAIL_RESP	TP_MERC
175	AGGS INDS GRAFICAS SA	AGGS INDS GRAFICAS	GRÁFICAS E EDITORAS	PJ	33058793000159	14/05/1971		04/05/1987	ELISÃO POR INCORPORAÇÃO	CANCELADA	04/05/1987					GUILHERME HERZOG FILHO	33461520730	SEDE	EST DOS BANDEIRANTES 1700 BL A			RIO DE JANEIRO	RJ	BRASIL		(21) 33420333			DIRETOR DE RELAÇÕES COM INVESTIDORES	HELIO PAULO ROSA GONCALVES	14/05/1971	AV PRES WILSON 165/3 S 301-12			RIO DE JANEIRO	RJ		20030000	(21) 2926116			BOLSA
3921	AGIP DISTRIBUIDORA SA	CIA PETR SAO PAULO	PETRÓLEO E GÁS	PJ	61442752000105	10/10/1975		14/01/2000	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	14/01/2000					RUHTRA S/C	33017310000178	SEDE	AV PAULISTA, 2073/2º TER/TR5		CERQUEIRA CESAR	SÃO PAULO	SP	BRASIL		(11) 5740855	(11) 5758722		DIRETOR DE RELAÇÕES COM INVESTIDORES	DANIEL FAUNE FONTOLAN	10/10/1975	R LEOPOLDO DE BULHÕES, 40		VILA CLEMENTINO	SÃO PAULO	SP		4022020	(11) 5740855	(0011) 5738342		BOLSA
20664	AGRA EMPREENDIMENTOS IMOBILIÁRIOS S/A	AGRA EMPREENDIMENTOS IMOBILIÁRIOS S/A	Construção Civil, Mat. Constr. e Decoração	PJ	7698047000110	19/04/2007	05/08/2005	28/05/2010	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	28/05/2010			Categoria A	01/01/2010	TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	326016000199	SEDE	RUA GOMES DE CARVALHO 1510/6º		VILA OLIMPIA	SÃO PAULO	SP	BRASIL		(11) 3527000	(11) 35270001	ri@agra.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO SETTON	12/02/2007	RUA GOMES DE CARVALHO, 1510	6 ANDAR	VILA OLIMPIA	SÃO PAULO	SP		4547005	(11) 35270200	(11) 35270001	RSETTON@AGRA.COM.BR	BOLSA
183	AGRALE SA	AGRALE	Máquinas, Equipamentos, Veículos e Peças	PJ	88610324000192	20/07/1977		26/06/2000	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	26/06/2000					ARTHUR ANDERSEN BIEDERMANN A I	44038248000117	SEDE	ROD BR 116 KM 145 NR 15104		SÃO CIRO	CAXIAS DO SUL	RS	BRASIL		(54) 2291133	(54) 2291422	contabil@agrale.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	HUGO DOMINGOS ZATTERA	20/07/1977	ROD BR 116 KM 145, 15104		SÃO CIRO	SÃO PAULO	SP		95055180	(54) 2291133	(0054) 2291422	juridico@agrale.com.br	BOLSA
21911	AGRE EMPREENDIMENTOS IMOBILIÁRIOS SA	AGRE EMPREENDIMENTOS IMOBILIÁRIOS SA	Construção Civil, Mat. Constr. e Decoração	PJ	11040082000114	22/12/2009	16/07/2009	19/07/2010	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	19/07/2010			Categoria A	01/01/2010	TERCO AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES	326016000199	SEDE	RUA GOMES DE CARVALHO, 1510	6º ANDAR	VILA OLIMPIA	SÃO PAULO	SP	BRASIL		(0011) 32960100	(11) 32960401	ri@grupoagre.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	RICARDO SETTON	15/10/2009	RUA GOMES DE CARVALHO, 1510	6º ANDAR	VILA OLIMPIA	SÃO PAULO	SP		4547005	(11) 32960460	(11) 32960201	ri@grupoagre.com.br	BOLSA
191	AGRILEASING SA ARREND MERC	AGRILEASING	ARRENDAMENTO MERCANTIL	PJ	88070990000185	24/01/1983		30/09/1985	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	30/09/1985							SEDE	RUA DOS ANDRADAS, 1261/ 3 AND.			PORTO ALEGRE	RS	BRASIL		(0512) 2611344			DIRETOR DE RELAÇÕES COM INVESTIDORES	OSVALDO BURGOS SCHIRMER	24/01/1983	RUA DOS ANDRADAS, 1261/3 ANDAR			PORTO ALEGRE	RS		90000000	(0512) 2611344			BALCÃO NÃO ORGANIZADO
205	AGRO PASTORIL CARIRI SA CARIRISA	CARIRISA	AGRICULTURA (AÇUCAR, ALCOOL E CANA)	PJ	9378563000192	20/07/1977		09/08/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	09/08/2005							SEDE	RUA SEMEAO LEAL 150 SOBRELOJA		CENTRO	CAMPINA GRANDE	PB	BRASIL		(83) 3213690			DIRETOR DE RELAÇÕES COM INVESTIDORES	ALTAMAR MIRANDA	20/07/1977	RUA GERALDO PORTO 160 CATOLE			CAMPINA GRANDE	PB		58100000	(83) 3218336			BALCÃO NÃO ORGANIZADO
221	AGRONORTE SA	AGRONORTE	AGRICULTURA (AÇUCAR, ALCOOL E CANA)	PJ	21444765000190	20/07/1977		20/12/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	20/12/2005					WALTER HEUER AUDITORES INDEPENDENTES	61411393000110	SEDE	AV AMAZONAS 7700 BAIRRO CABANA			BELO HORIZONTE	MG	BRASIL		(31) 3331188			DIRETOR DE RELAÇÕES COM INVESTIDORES	EZIO SOUZA DE DEUS JUNIOR	20/07/1977	AV. AMAZONAS, 7700			BELO HORIZONTE	MG		30510000	(31) 3339566			BALCÃO NÃO ORGANIZADO
213	AGROPECUARIA TAMAKAVY SA	TAMAKAVY	AGRICULTURA (AÇUCAR, ALCOOL E CANA)	PJ	3143716000136	16/09/1983		25/02/1988	ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78	CANCELADA	25/02/1988					PAES DE MENEZES AUD INDEP SC	54640412000115	SEDE	FAZ TAMAKAVY S/Nº			SÃO FÉLIX DO ARAGUAIA	MT	BRASIL		(11) 377657		ricado@rmello.adv.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	DELPHIM NATARIO	16/09/1983	RUA JACEGUAI, 496			SÃO PAULO	SP		1315000	(11) 377657			BALCÃO NÃO ORGANIZADO
23442	AGUAS GUARIROBA S.A.	AGUAS GUARIROBA S.A	Saneamento, Serv. Água e Gás	PJ	4089570000150	06/08/2014	29/09/2000			ATIVO	06/08/2014	FASE OPERACIONAL	03/06/2014	Categoria B	06/08/2014	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Rua Antonio Maria Coelho	n.º 5401	Santa Fé	CAMPO GRANDE	MS	BRASIL		(67) 33895748		ri@aegea.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	FLAVIO MARTINS TARCHI CRIVELLARI	29/05/2014	AV. BRIGADEIRO FARIA LIMA	1744	ITAIM BIBI	SÃO PAULO	SP		1451910	(11) 38188150	(11) 38188166	ri@aegea.com.br	
21806	AGV HOLDING S/A	AGV HOLDING S/A	Emp. Adm. Part. - Serviços Transporte e Logística	PJ	9594796000122	05/11/2009	23/10/1998	10/03/2014	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	10/03/2014	FASE OPERACIONAL	05/11/2009	Categoria B	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Estrada Vinhedo Viracopos KM 4, S/Nº		Distrito Industrial	VINHEDO	SP	BRASIL		(19) 38768402	(19) 38769007	mario.murano@agv.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	VASCO CARVALHO OLIVEIRA NETO	19/11/2008	RUA EDGARD MARCHIORI, 255		DISTRITO INDUSTRIAL	VINHEDO	SP		13280000	(19) 38769049	(19) 38769007	vasco@agv.com.br	BALCÃO NÃO ORGANIZADO
9288	AIR LIQUIDE	OXIGENIO DO BRASIL	OUTRAS ATIVIDADES INDUSTRIAIS	PJ	60830296000108	17/09/1970		19/11/1998	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	19/11/1998					ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	PRACA NAMI JAFET, 44			SÃO PAULO	SP	BRASIL		(11) 2742033	(11) 2722310		DIRETOR DE RELAÇÕES COM INVESTIDORES	FRANCOIS DANIEL M LAFEUILLE	17/09/1970	PRACA NAMI JAFET, 44			SÃO PAULO	SP		4205000	(11) 2742033			BALCÃO NÃO ORGANIZADO
17957	AL-CAR EMPREENDIMENTOS E PARTICIPAÇÕES SA	AL-CAR EMPREENDIMENTOS E PARTICIPAÇÕES	Emp. Adm. Part. - Sem Setor Principal	PJ	56994791000177	27/11/1998	06/01/1997	13/11/2007	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	13/11/2007					TRÍADE AUDITORES INDEPENDENTES	60902798000199	SEDE	AVENIDA DOS BANDEIRANTES 2040		VILA OLIMPIA	SÃO PAULO	SP	BRASIL		(11) 55064322	(11) 55069700	mirafiori@mirafiori.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARIO YOLETTE FREITAS CARNEIRO	27/11/1998	AV MIN GABRIEL  R.  PASSOS 92		MOEMA	SÃO PAULO	SP		4521020	(11) 30483000	(11) 55069700		BALCÃO NÃO ORGANIZADO
18074	ALBAE PARTICIPACOES SA	ALBAE PARTICIPACÕES S.A.	EMP. ADM. PARTICIPAÇÕES	PJ	2783422000106	10/12/1998	14/09/1998	15/05/2002	ATENDIMENTO AS NORMAS DA INSTR CVM 229/95	CANCELADA	15/05/2002					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV. BRIGADEIRO FARIA LIMA, 372	9-7º ANDAR	ITAIM BIBI	SÃO PAULO	SP	BRASIL		(11) 30495529	(11) 30495511	valdo.gomes@gp.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ANTONIO CARLOS A. RIBEIRO BONCHRISTIANO	10/12/1998	AV. BRIGADEIRO FARIA LIMA, 372	9-7.ANDAR	ITAIM BIBI	SÃO PAULO	SP		4538905	(11) 30495582	(11) 30495511	mara.elisa@gp.com.br	BOLSA
13242	ALBATROZ SA	ALBATROZ SA	EMP. ADM. PARTICIPAÇÕES	PJ	57912396000160	05/11/1987		27/12/1990	ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78	CANCELADA	27/12/1990					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	AV PAULISTA 2100			SÃO PAULO	SP	BRASIL		(11) 2517211			DIRETOR DE RELAÇÕES COM INVESTIDORES	EZRA SAFRA	05/11/1987	AV PAULISTA 2100 PISO AUGUSTA			SÃO PAULO	SP		1310000	(11) 2517211			BALCÃO NÃO ORGANIZADO
15067	ALCALIS RIO GRANDE DO NORTE SA	ALCALIS	Petroquímicos e Borracha	PJ	8240673000120	28/07/1995	30/10/1974	04/01/2010	Cancelamento de ofício - IN CVM 480/09	CANCELADA	04/01/2010			Categoria A	01/01/2010	ANDRÉ LUIZ TINOCO DE SÁ	63091666700	SEDE	RODOVIA RN 118, KM 1			MACAU	RN	BRASIL		(84) 5211116	(84) 5211157	alcalis.macau@uol.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	AUGUSTO TASSO FRAGOSO PIRES	28/07/1995	AV VENEZUELA 110			RIO DE JANEIRO	RJ		20081310	(21) 2275020	(21) 2533176		BALCÃO NÃO ORGANIZADO
256	ALCAN ALUMINIO DO BRASIL SA	ALCAN	METALURGIA E SIDERURGIA	PJ	60561800000103	11/11/1983		28/07/1987	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	28/07/1987					PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	AV PAULISTA 1106 11 A 15 ANDAR			SÃO PAULO	SP	BRASIL		(11) 2520722			DIRETOR DE RELAÇÕES COM INVESTIDORES	SERGIO R.C.DE ALBUQUERQUE	11/11/1983	RUA BOA VISTA, 185/5 ANDAR			SÃO PAULO	SP		1014000	(11) 2390711			
264	ALCOA ALUMINIO SA	ALCOA ALUMINIO	METALURGIA E SIDERURGIA	PJ	23637697000101	20/10/1981		19/10/1993	ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78	CANCELADA	19/10/1993					ARTHUR ANDERSEN BIEDERMANN A I	44038248000117	SEDE	AV MARIA COELHO AGUIAR 215 BLC			SÃO PAULO	SP	BRASIL		(35) 5456376			DIRETOR DE RELAÇÕES COM INVESTIDORES	RODRIGO THOMAZ SCOTTI MUZZI	20/10/1981	AV MARIA COELHO AGUIAR,215BL.C			SÃO PAULO	SP		5804000	(11) 5456376			
16705	ALEF SA	ALEF S/A	Emp. Adm. Part. - Sem Setor Principal	PJ	2217319000107	08/12/1997	06/10/1997			ATIVO	08/12/1997	FASE OPERACIONAL	31/03/2003	Categoria A	01/01/2010	GRANT THORNTON AUDITORES INDEPENDENTES	10830108000165	SEDE	Av. Presidente Wilson, nº 231	28º andar (parte)	Centro	RIO DE JANEIRO	RJ	BRASIL		(21) 38043700	(21) 38043480	gar@opportunity.com.br.	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARIA AMALIA DELFIM DE MELO COUTRIM	07/05/2018	AV PRESIDENTE WILSON 231	28 ANDAR	CENTRO	RIO DE JANEIRO			20030905	(021) 38043700	(0) 0	GAR@OPPORTUNITY.COM.BR	BALCÃO ORGANIZADO
9954	ALFA HOLDINGS SA	ALFA HOLDINGS	Emp. Adm. Part. - Intermediação Financeira	PJ	17167396000169	20/07/1977	11/08/1969			ATIVO	20/07/1977	FASE OPERACIONAL	20/07/1977	Categoria A	01/01/2010	GRANT THORNTON AUDITORES INDEPENDENTES	10830108000165	SEDE	ALAMEDA SANTOS, 466	2° ANDAR	CERQUEIRA CÉSAR	SÃO PAULO	SP	BRASIL		(11) 31755493	(11) 31755026	marco.aurelio@bancoalfa.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCO AURELIO NETO ARNES	13/04/2009	ALAMEDA SANTOS, 466	2º ANDAR	CERQUEIRA CESAR	SÃO PAULO	SP		1418000	(11) 31755493	(11) 31755000	marco.aurelio@bancoalfa.com.br	BOLSA
272	ALFA NORDESTE SA INDUSTRIA DO VESTUARIO	ALFRED NORDESTE	TEXTIL E VESTUÁRIO	PJ	15167984000177	17/11/1980		13/11/2007	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	13/11/2007					BOCK & CIA  AUDITORES S/C	87729190000160	SEDE	RUA AGRARIO DE MENEZES, 15-B	6º ANDAR	SEDE	SALVADOR	BA	BRASIL		(71) 2264251			DIRETOR DE RELAÇÕES COM INVESTIDORES	MIGUEL SEHBE FILHO	17/11/1980	RUA AGRARIO DE MENEZES, 15-B			SALVADOR	BA		40000000	(71) 2264251			BALCÃO NÃO ORGANIZADO
280	ALFRED SA COMERCIO DO VESTUARIO	LOJAS ALFRED	TEXTIL E VESTUÁRIO	PJ	92689173000187	22/01/1982		09/08/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	09/08/2005					BOCK & CIA  AUDITORES S/C	87729190000160	SEDE	R MAL. FLORIANO 889		CENTRO	CAXIAS DO SUL	RS	BRASIL		(54) 2233066			DIRETOR DE RELAÇÕES COM INVESTIDORES	CARLOS CASAGRANDE SEHBE	22/01/1982	AV MAL. FLORIANO, 889		CENTRO	CAXIAS DO SUL	RS		95020370	(54) 2233066	(54) 2218655		BALCÃO NÃO ORGANIZADO
21032	ALGAR TELECOM S/A	CTBC TELECOM	TELECOMUNICAÇÕES	PJ	71208516000174	27/07/2007	01/01/2004			ATIVO	27/07/2007	FASE OPERACIONAL	27/07/2007	Categoria B	01/01/2010	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Rua José Alves Garcia, 415	-	Brasil	UBERLÂNDIA	MG	BRASIL		(34) 32562978		ri@ctbc.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	LUCIENE GONCALVES	01/10/2015	RUA JOSÉ ALVES GARCIA	415	UBERLÂNDIA	UBERLÂNDIA	MG		38400668	(34) 32562300	(34) 32567723	ri@algartelecom.com.br	BOLSA
21032	ALGAR TELECOM S/A	CTBC TELECOM	TELECOMUNICAÇÕES	PJ	71208516000174	27/07/2007	01/01/2004			ATIVO	27/07/2007	FASE OPERACIONAL	27/07/2007	Categoria B	01/01/2010	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	Rua José Alves Garcia, 415	-	Brasil	UBERLÂNDIA	MG	BRASIL		(34) 32562978		ri@ctbc.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	LUCIENE GONCALVES	01/10/2015	RUA JOSÉ ALVES GARCIA	415	UBERLÂNDIA	UBERLÂNDIA	MG		38400668	(34) 32562300	(34) 32567723	ri@algartelecom.com.br	BALCÃO ORGANIZADO
21300	ALIANSCE SHOPPING CENTERS S/A	ALIANSCE	Emp. Adm. Part. - Comércio (Atacado e Varejo)	PJ	6082980000103	18/01/2008	01/01/2004	05/08/2019	ELISÃO POR INCORPORAÇÃO	CANCELADA	05/08/2019	FASE OPERACIONAL	18/01/2008	Categoria A	28/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Rua Dias Ferreira 190	3o andar, Sala 301	Leblon	RIO DE JANEIRO	RJ	BRASIL		(21) 21767272	(21) 21767229	ri@aliansce.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	DANIELLA DE SOUZA GUANABARA SANTOS	22/03/2019	RUA DIAS FERREIRA 190	3O ANDAR, SALA 301	LEBLON	RIO DE JANEIRO	RJ		22431050	(21) 21767272	(21) 21767229	ri@aliansce.com.br	BOLSA
22357	ALIANSCE SONAE SHOPPING CENTERS S.A.	ALIANSCE SONAE SHOPPING CENTERS S.A.	Emp. Adm. Part. - Comércio (Atacado e Varejo)	PJ	5878397000132	01/02/2011	17/07/2003			ATIVO	01/02/2011	FASE OPERACIONAL	01/02/2011	Categoria A	01/02/2011	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Avenida Doutor Cardoso de Melo	1184	Vila Olímpia	SÃO PAULO	SP	BRASIL		(11) 33714188	(11) 38495425	ribrasil@sonaesierra.com	DIRETOR DE RELAÇÕES COM INVESTIDORES	DANIELLA DE SOUZA GUANABARA SANTOS	02/08/2019	RUA DIAS FERREIRA	190	LEBLON	RIO DE JANEIRO	RJ		22431050	(21) 21767272	(21) 21767229	ri@alianscesonae.com.br	
18260	ALIMENTA PARTICIPAÇÕES E SERVIÇOS SA	ALIMENTA PARTICIPAÇÕES E SERVIÇOS S.A.	EMP. ADM. PARTICIPAÇÕES	PJ	2997713000105	26/05/1999	29/01/1999	10/11/2003	ELISÃO POR LIQUIDAÇÃO	CANCELADA	10/11/2003					DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES	49928567000111	SEDE	ALAMEDA ARAGUAIA, 631/641		ALPHAVILLE	BARUERI	SP	BRASIL		(11) 55385596	(11) 55385779	laantunes@santander.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	HENRY SINGER GONZALEZ	26/05/1999	RUA AMADOR BUENO,  474 - 3º AN	DAR - BL C	SANTO AMARO	SÃO PAULO	SP		4752000	(11) 55388015	(11) 55388075	hgonzalez@banespa.com.br	BALCÃO ORGANIZADO
14079	ALIPAR ALIMENTOS E PARTS SA	ALIPAR	EMP. ADM. PARTICIPAÇÕES	PJ	33826637000190	28/12/1992		27/09/1995	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	27/09/1995					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	RUA JOAO GOMES 249			SALVADOR	BA	BRASIL		(76) 2350200	(76) 2450781		DIRETOR DE RELAÇÕES COM INVESTIDORES	MANOEL DE MOURA MEDRADO NETO	28/12/1992	RUA JOAO GOMES 249			SALVADOR	BA		40223090	(76) 2450655			BOLSA
18082	ALIUM PARTICIPAÇÕES SA	ALIUM PARTICIPACOES	Emp. Adm. Part. - Sem Setor Principal	PJ	2783425000140	10/12/1998	14/09/1998	31/08/2011	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	31/08/2011	FASE OPERACIONAL	31/12/2000	Categoria A	01/01/2010	BKR - LOPES, MACHADO AUDITORES	40262602000131	SEDE	AV. RIO BRANCO, 110	38º ANDAR	CENTRO	RIO DE JANEIRO	RJ	BRASIL		(21) 38739016	(21) 38739090	dri_alium@oi.net.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	ALEXANDRE JEREISSATI LEGEY	04/07/2008	PRAIA DE BOTAFOGO, 300	11º AND (PARTE)	BOTAFOGO	RIO DE JANEIRO	RJ		22250040	(21) 38739016	(21) 38739090	dri_alium@oi.net.br	BALCÃO ORGANIZADO
20850	ALLIS PARTICIPAÇÕES S.A.	ALLIS S.A.	Emp. Adm. Part. - Sem Setor Principal	PJ	8648295000119	02/07/2007	11/12/2006	26/08/2015	Cancelamento Voluntário - IN CVM 480/09	CANCELADA	26/08/2015	FASE OPERACIONAL	02/07/2007	Categoria A	01/01/2010	PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES	61562112000120	SEDE	Av. Brigadeiro Faria Lima, 1355	15º e 19 Andares	Jd. Paulistano	SÃO PAULO	SP	BRASIL		(11) 33826545	(11) 33826701	ri@allis.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	JEAN-FRANÇOIS BERNARD POSTH	20/03/2014	AVENIDA BRIG FARIA LIMA, 1355	15º ANDAR	JD PAULISTANO	SÃO PAULO	SP		1452919	(11) 33826578	(11) 33826701	ri@allis.com.br	BALCÃO ORGANIZADO
24953	ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.	ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.	Serviços Transporte e Logística	PJ	60537263000166	13/05/2020	19/04/1989			ATIVO	13/05/2020	FASE OPERACIONAL	17/02/2020	Categoria A	13/05/2020	ERNST & YOUNG AUDITORES INDEPENDENTES S/S	61366936000125	SEDE	AV. PRESIDENTE JUSCELINO KUBITSCHEK 1830	TORRE3, 3º AND	VILA NOVA CONCEIÇÃO	SÃO PAULO	SP			(11) 21818099		ri@estapar.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	EMILIO SANCHES SALGADO JÚNIOR	11/02/2020	AV. PRES. JUSCELINO KUBITSCHEK	1830, TORRE 3/3ºAN	VILA NOVA CONCEIÇÃO	SÃO PAULO	SP		4543000	(11) 21818099	(0) 0	ri@estapar.com.br	
302	ALMEC INDUSTRIAS MECANICA SA	ALMEC	METALURGIA E SIDERURGIA	PJ	18012393000119	03/01/1975		22/03/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	22/03/2005							SEDE	PÇA. DR. CARLOS 19 S/108		CENTRO	MONTES CLAROS	MG	BRASIL		(38) 2217444			DIRETOR DE RELAÇÕES COM INVESTIDORES	ANDREA G. MISK DE FARIA	03/01/1975	R.ALVARENGA PEIXOTO,295-2 AND.			BELO HORIZONTE	MG		30000000	(31) 2217444			BALCÃO NÃO ORGANIZADO
10456	ALPARGATAS SA	ALPARGATAS	TEXTIL E VESTUÁRIO	PJ	61079117000105	20/07/1977	03/04/1907			ATIVO	20/07/1977	FASE OPERACIONAL	20/07/1977	Categoria A	01/01/2010	KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	Av. Dr. Cardoso de Melo, 1336	7º Andar	Vila Olímpia	SÃO PAULO	SP	BRASIL		(11) 38477397	(11) 30451199	jsalvio@alpargatas.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	FABIO LEITE DE SOUZA	12/05/2015	AV. DR. CARDOSO DE MELO, 1336	7º ANDAR	VILA OLÍMPIA	SÃO PAULO	SP		4548005	(11) 38477397	(11) 30451199	ri@alpargatas.com.br	BOLSA
310	ALPART ALPA PARTICIPACOES SA	ALPART	EMP. ADM. PARTICIPAÇÕES	PJ	47848684000140	03/09/1982		19/10/1989	ATENDIMENTO AS NORMAS DA INSTR CVM 03/78	CANCELADA	19/10/1989					ETAE AUDITORES INDEPENDENTES	47207295000135	SEDE	AV REPUBLICA DO LIBANO 635			SÃO PAULO	SP	BRASIL		(11) 8876622			DIRETOR DE RELAÇÕES COM INVESTIDORES	HUMBERTO PAULO NAVARRO	03/09/1982	AV REPUBLICA DO LIBANO 635			SÃO PAULO	SP		4501000	(11) 8876622			
22217	ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.	BR INSURANCE CORRETORA DE SEGUROS S.A.	Emp. Adm. Part. - Seguradoras e Corretoras	PJ	11721921000160	28/10/2010	10/03/2010			ATIVO	28/10/2010	FASE PRÉ-OPERACIONAL	28/10/2010	Categoria A	28/10/2010	GRANT THORNTON AUDITORES INDEPENDENTES	10830108000165	SEDE	Rua Gilberto Sabino	215, 13 andar	Pinheiros	SÃO PAULO	SP	BRASIL		(11) 31752900	(11) 31752962	ri@brinsurance.com.br	DIRETOR DE RELAÇÕES COM INVESTIDORES	MARCOS AURÉLIO COUTO	26/03/2018	RUA GILBERTO SABINO	215 - 13º AND	PINHEIROS	SÃO PAULO			5425020	(11) 31752900	(11) 31752962	ri@alperseguros.com.br	BOLSA
329	ALPINA BRASIL SA MAQ IMP AGRIC	ALPINA DO BRASIL	Máquinas, Equipamentos, Veículos e Peças	PJ	87819926000191	20/08/1976		09/08/2005	CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98	CANCELADA	09/08/2005					ROBERTO DREYFUSS & CIA SC	60815016000184	SEDE	RUA FRANCISCO CAMATTI 899		TUPY	CAXIAS DO SUL	RS	BRASIL		(54) 2217255			DIRETOR DE RELAÇÕES COM INVESTIDORES	PAULO ROGERIO G DUTRA DIAS	20/08/1976	RUA FRANCISCO CAMATTI, 899			CAXIAS DO SUL	RS		95100000	(21) 7176464			BALCÃO NÃO ORGANIZADO
337	ALPLAN SA IND COM CH MAD AGLOM	ALPLAN	Construção Civil, Mat. Constr. e Decoração	PJ	49705528000155	02/12/1982		02/08/1989	ELISÃO POR INCORPORAÇÃO	CANCELADA	02/08/1989					KPMG AUDITORES INDEPENDENTES	57755217000129	SEDE	AV PAULISTA 7/8 ANDAR			SÃO PAULO	SP	BRASIL		(11) 2893033			DIRETOR DE RELAÇÕES COM INVESTIDORES	PAULO SETUBAL NETO	02/12/1982	AVENIDA PAULISTA 7 13 ANDAR			SÃO PAULO	SP		1311000	(11) 2897396			BALCÃO NÃO ORGANIZADO
